cliente_id,nombre_comercial,canal,region,distrito,fecha_alta,estado,metadatos_json,source_file,load_date,update_date,loaded_by,is_active
C00011,Bodega Rojas 719,bodega,lima sur,cercado,2025-08-31,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00012,Restaurante García 168,restaurante/bar,trujillo,la esperanza,2023-03-09,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00013,Mayorista Castillo 225,mayorista,arequipa,villa el salvador,2025-09-05,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00014,Bodega Paredes 33,bodega,trujillo,ate,2021-07-16,INACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00015,Bodega Vargas 898,bodega,arequipa,castilla,2026-01-19,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00016,Bodega Ramos 470,bodega,callao,los olivos,2019-08-09,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00017,Bodega Rojas 765,bodega,trujillo,el porvenir,2024-07-22,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00018,Bodega Huamán 522,bodega,lima sur,paucarpata,2023-07-15,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00019,Bodega Ramos 164,bodega,trujillo,el porvenir,2025-08-19,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00020,Bodega Sánchez 542,bodega,cusco,comas,2020-10-26,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00021,Bodega Flores 699,bodega,callao,cayma,2024-01-09,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00022,Bodega Mamani 162,bodega,lima norte,wanchaq,2023-02-02,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00023,Bodega Castillo 935,bodega,callao,wanchaq,2019-03-12,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00024,Bodega Huamán 383,bodega,cusco,miraflores,2019-10-24,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00025,Bodega Quispe 115,bodega,callao,ate,2022-01-26,INACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00026,Mayorista Flores 88,mayorista,piura,villa el salvador,2026-03-17,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00027,Bodega Huamán 132,bodega,piura,ventanilla,2025-05-26,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00028,Bodega Vargas 434,bodega,cusco,los olivos,2020-05-17,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00029,Bodega Rojas 409,bodega,arequipa,wanchaq,2025-07-14,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00030,Bodega García 231,bodega,arequipa,wanchaq,,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00031,Bodega García 8,bodega,lima norte,la esperanza,2018-10-18,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00032,Bodega Torres 73,bodega,lima este,castilla,2023-10-07,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00033,Bodega Huamán 741,bodega,piura,castilla,2024-05-27,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00034,Restaurante García 97,restaurante/bar,trujillo,el porvenir,2019-02-02,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00035,Restaurante Chávez 56,restaurante/bar,lima sur,los olivos,2025-07-21,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00036,Mayorista Paredes 112,mayorista,lima este,castilla,2020-10-15,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00037,Bodega Huamán 286,bodega,lima este,san juan,2023-03-10,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00038,Bodega Paredes 877,bodega,lima sur,wanchaq,2024-03-04,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00039,Minimarket Flores 949,minimarket,lima centro,castilla,2020-08-26,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00040,Bodega Mamani 925,bodega,lima centro,el porvenir,2018-08-29,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00041,Bodega Díaz 804,bodega,callao,los olivos,2023-02-07,INACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00042,Bodega Castillo 678,bodega,piura,ventanilla,2026-01-21,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00043,Bodega Quispe 594,bodega,lima norte,comas,2024-01-30,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00044,Restaurante Sánchez 515,restaurante/bar,lima centro,wanchaq,2023-12-16,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00045,Bodega Huamán 71,bodega,lima sur,ate,2024-09-03,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00046,Minimarket Vargas 253,minimarket,lima norte,el porvenir,2024-06-29,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00047,Bodega Vargas 536,bodega,callao,los olivos,2021-07-19,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00048,Bodega Rojas 406,bodega,callao,la esperanza,2019-06-21,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00049,Bodega Flores 10,bodega,lima sur,ate,2023-02-21,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00050,Bodega Huamán 956,bodega,lima sur,cayma,2021-11-30,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00051,Restaurante Sánchez 854,restaurante/bar,callao,villa el salvador,2024-02-04,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00052,Mayorista Quispe 684,mayorista,callao,san juan,2024-03-21,INACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00053,Restaurante Huamán 271,restaurante/bar,lima sur,cercado,2019-04-18,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00054,Restaurante Vargas 216,restaurante/bar,arequipa,surco,2026-01-18,INACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00055,Bodega Castillo 501,bodega,lima norte,el porvenir,2020-10-25,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00056,Restaurante Quispe 4,restaurante/bar,lima centro,ventanilla,2021-09-28,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00057,Bodega Sánchez 565,bodega,trujillo,san juan,2025-11-30,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00058,Bodega Chávez 926,bodega,cusco,cayma,2019-09-03,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00059,Bodega Huamán 441,bodega,lima norte,la esperanza,2019-06-07,INACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00060,Bodega Paredes 41,bodega,lima este,surco,2022-01-05,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00061,Bodega Díaz 574,bodega,lima centro,ate,2022-07-23,INACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00062,Bodega Díaz 831,bodega,trujillo,los olivos,2019-12-27,INACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00063,Mayorista Díaz 954,mayorista,lima este,villa el salvador,2022-08-14,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00064,Bodega Mamani 894,bodega,piura,paucarpata,2018-06-08,INACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00065,Bodega Torres 313,bodega,lima este,ate,2020-07-21,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00066,Bodega Rojas 886,bodega,callao,wanchaq,2018-10-12,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00067,Bodega Paredes 550,bodega,lima norte,ventanilla,2021-09-18,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00068,Mayorista Rojas 40,mayorista,trujillo,villa el salvador,2019-03-21,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00069,Bodega Vargas 524,bodega,trujillo,ate,2019-04-19,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00070,Restaurante Chávez 447,restaurante/bar,cusco,wanchaq,2018-01-07,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00071,Mayorista Chávez 755,mayorista,lima este,san juan,2025-07-09,INACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00072,Bodega Torres 639,bodega,lima sur,ventanilla,2021-07-09,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00073,Bodega Ramos 419,bodega,trujillo,wanchaq,2021-08-29,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00074,Mayorista Mamani 681,mayorista,lima centro,ventanilla,2022-04-02,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00075,Minimarket Paredes 1,minimarket,callao,villa el salvador,2021-05-29,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00076,Minimarket Ramos 330,minimarket,piura,ate,2023-03-20,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00077,Mayorista Díaz 923,mayorista,lima sur,surco,2019-11-27,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00078,Bodega Torres 96,bodega,callao,ate,2020-08-20,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00079,Bodega Quispe 251,bodega,lima sur,la esperanza,2023-05-01,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00080,Bodega García 736,bodega,trujillo,ate,2025-10-23,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00081,Restaurante Chávez 6,restaurante/bar,trujillo,villa el salvador,2019-03-13,INACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00082,Minimarket Castillo 476,minimarket,cusco,paucarpata,2018-07-25,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00083,Bodega Huamán 821,bodega,cusco,villa el salvador,2023-03-19,INACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
C00084,Bodega Vargas 835,bodega,cusco,la esperanza,2026-01-25,ACTIVO,"{""nombre_archivo"": ""clientes_cleaned.csv"", ""numero_filas"": 820, ""fecha_carga"": ""2026-06-22 00:45:06""}",clientes_cleaned.csv,2026-06-22 00:45:06.135214,2026-06-22 00:45:06.136218,proceso_etl_python,1
