orden_id,cliente_id,fecha_pedido,fecha_entrega,fecha_proceso,canal_venta,estado,monto_total,metadatos_json,source_file,load_date,update_date,loaded_by,is_active
ORD-000972,C00421,2025-07-07,2025-07-09,2025-07-10,VENDEDOR,ENTREGADO,271.89,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-000195,C00049,2025-06-15,2025-06-15,2025-06-15,APP B2B,ENTREGADO,497.85,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-004839,C00150,2026-03-18,2026-03-19,2026-03-20,APP B2B,ENTREGADO,87.54,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-005094,C00516,2026-04-03,2026-04-06,2026-04-07,VENDEDOR,ENTREGADO,343.41,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-005589,C00674,2026-05-03,2026-05-05,2026-05-05,APP B2B,ENTREGADO,246.54,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-001314,C00402,2025-08-01,2025-08-01,2025-08-03,APP B2B,ENTREGADO,384.56,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-005316,C00677,2026-04-24,2026-04-27,2026-04-27,TELEVENTAS,DEVUELTO,665.84,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-000057,C00384,2025-06-11,2025-06-14,2025-06-15,VENDEDOR,ENTREGADO,226.61,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-004196,C00043,2026-02-19,2026-02-21,2026-02-21,APP B2B,ENTREGADO,874.97,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-003796,C00101,2026-01-25,2026-01-27,2026-01-27,APP B2B,ENTREGADO,121.56,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-005270,C00773,2026-04-29,2026-05-01,2026-05-01,VENDEDOR,ENTREGADO,522.99,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-003097,C00094,2025-12-24,2025-12-26,2025-12-27,VENDEDOR,ENTREGADO,149.11,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-002355,C00005,2025-10-31,2025-11-01,2025-11-01,VENDEDOR,ENTREGADO,321.29,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-003270,C00614,2025-12-28,2025-12-30,2025-12-30,APP B2B,ENTREGADO,495.32,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-004553,C00010,2026-03-18,2026-03-19,2026-03-20,TELEVENTAS,ENTREGADO,132.3,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-000774,C00106,2025-07-20,2025-07-22,2025-07-23,APP B2B,ENTREGADO,268.57,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-000742,C00045,2025-07-25,2025-07-27,2025-07-28,TELEVENTAS,ENTREGADO,288.42,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-004087,C00004,2026-02-01,2026-02-01,2026-02-03,DISTRIBUIDOR,ENTREGADO,153.36,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-001926,C00694,2025-10-09,2025-10-09,2025-10-10,VENDEDOR,ENTREGADO,215.63,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-005017,C00229,2026-04-03,2026-04-05,2026-04-05,APP B2B,ENTREGADO,192.26,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-004516,C00010,2026-03-04,2026-03-05,2026-03-06,APP B2B,ENTREGADO,216.99,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-003427,C00007,2025-12-01,2025-12-04,2025-12-05,APP B2B,ENTREGADO,699.64,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-003220,C00439,2025-12-13,2025-12-14,2025-12-15,TELEVENTAS,ENTREGADO,431.29,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-000966,C00166,2025-07-09,2025-07-10,2025-07-11,VENDEDOR,ENTREGADO,181.4,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-004768,C00011,2026-03-15,2026-03-16,2026-03-16,APP B2B,ENTREGADO,2.56,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-000162,C00039,2025-06-20,2025-06-23,2025-06-23,VENDEDOR,ENTREGADO,179.15,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-002909,C99005,2025-11-07,2025-11-09,2025-11-11,APP B2B,ENTREGADO,368.58,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-005466,C00367,2026-05-14,2026-05-16,2026-05-16,APP B2B,ENTREGADO,328.76,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-000982,C00078,2025-07-11,2025-07-12,2025-07-13,APP B2B,ENTREGADO,267.74,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-003412,C00030,2025-12-27,2025-12-29,2025-12-30,APP B2B,ENTREGADO,456.29,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-003603,C00190,2026-01-09,2026-01-09,2026-01-10,TELEVENTAS,ENTREGADO,403.74,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-004537,C00066,2026-03-27,2026-03-24,2026-03-29,TELEVENTAS,PENDIENTE,198.95,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-003553,C00071,2025-12-08,2025-12-08,2025-12-09,APP B2B,ENTREGADO,903.96,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-003358,C00050,2025-12-30,2025-12-30,2025-12-30,APP B2B,ENTREGADO,184.08,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-005221,C00085,2026-04-29,2026-05-01,2026-05-02,VENDEDOR,ENTREGADO,456.25,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-004250,C00077,2026-02-01,2026-02-03,2026-02-03,VENDEDOR,ENTREGADO,219.68,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-001284,C00595,2025-08-13,2025-08-15,2025-08-16,VENDEDOR,PENDIENTE,362.05,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-003785,C00006,2026-01-26,2026-01-28,2026-01-29,APP B2B,PENDIENTE,252.56,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-004555,C00001,2026-03-31,2026-04-02,2026-04-03,VENDEDOR,ENTREGADO,149.94,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-005442,C00452,2026-05-03,2026-05-03,2026-05-04,APP B2B,ENTREGADO,109.32,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-004334,C00720,2026-02-25,2026-02-25,2026-02-25,APP B2B,ENTREGADO,333.22,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-002216,C00117,2025-10-31,2025-11-02,2025-11-03,APP B2B,PENDIENTE,42.02,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-002740,C00473,2025-11-02,2025-11-04,2025-11-04,TELEVENTAS,ANULADO,535.82,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-005530,C00002,2026-05-04,2026-05-07,2026-05-07,TELEVENTAS,ENTREGADO,98.26,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-002689,C00070,2025-11-27,2025-11-30,2025-11-30,APP B2B,ENTREGADO,122.34,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-001077,C00065,2025-08-25,2025-08-26,2025-08-26,TELEVENTAS,ENTREGADO,343.92,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-002225,C00200,2025-10-23,2025-10-24,2025-10-25,VENDEDOR,ENTREGADO,394.47,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-001687,C00029,2025-09-18,2025-09-21,2025-09-21,VENDEDOR,ENTREGADO,347.57,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-003100,C00006,2025-12-31,2026-01-02,2026-01-02,APP B2B,ENTREGADO,351.29,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-001975,C00013,2025-10-18,2025-10-21,2025-10-22,APP B2B,ENTREGADO,245.88,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-005241,C00006,2026-04-16,2026-04-19,2026-04-19,APP B2B,ENTREGADO,192.24,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-003919,C00002,2026-01-21,2026-01-21,2026-01-22,VENDEDOR,ENTREGADO,84.74,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-005148,C00359,2026-04-15,2026-04-15,2026-04-16,APP B2B,ENTREGADO,595.96,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-001269,C00257,2025-08-31,2025-09-01,2025-09-01,APP B2B,ENTREGADO,602.43,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-000957,C00054,2025-07-05,2025-07-07,2025-07-12,DISTRIBUIDOR,ENTREGADO,500.47,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-004239,C00011,2026-02-05,2026-02-08,2026-02-11,DISTRIBUIDOR,ENTREGADO,284.41,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-004552,C00337,2026-03-18,2026-03-18,2026-03-18,VENDEDOR,ENTREGADO,226.24,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-000211,C00739,2025-06-09,2025-06-09,2025-06-09,APP B2B,ENTREGADO,218.01,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-003366,C00020,2025-12-21,2025-12-22,2025-12-23,VENDEDOR,ENTREGADO,398.02,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-001183,C00228,2025-08-30,2025-09-01,2025-09-01,VENDEDOR,ENTREGADO,64.39,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-001264,C00066,2025-08-26,2025-08-29,2025-08-30,APP B2B,ENTREGADO,248.6,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-004969,C00164,2026-04-09,2026-04-11,2026-04-12,APP B2B,ENTREGADO,495.84,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-002569,C00008,2025-11-23,2025-11-23,2025-11-23,APP B2B,ENTREGADO,37.82,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-001998,C00011,2025-10-04,2025-10-04,2025-10-05,APP B2B,ENTREGADO,421.43,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-002277,C00054,2025-10-29,2025-10-29,2025-10-30,TELEVENTAS,ENTREGADO,225.99,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-002692,C00597,2025-11-02,2025-11-03,2025-11-04,TELEVENTAS,ENTREGADO,42.84,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-003399,C00135,2025-12-01,2025-12-04,2025-12-04,VENDEDOR,ENTREGADO,233.19,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
ORD-002901,C00065,2025-11-06,2025-11-07,2025-11-07,VENDEDOR,PENDIENTE,193.67,"{""nombre_archivo"": ""ordenes_cleaned.csv"", ""numero_filas"": 5602, ""fecha_carga"": ""2026-06-21 19:34:03""}",ordenes_cleaned.csv,2026-06-21 19:34:03.440019,2026-06-21 19:34:03.440399,proceso_etl_python,1
